Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,ISSN,ISBN,CODEN,Document Type,Publication Stage,Open Access,Source,EID,pub_id,quartile,quartile_match,author_id_list,author_id,DOCENTE,CODIGO,ESCUELA
"Baltar-Moreno, A.","Baltar-Moreno, Adolfo (57216868622)",57216868622,Digital social networks as site of memory: citizen dialogues through photography on Facebook; As redes sociais como lugares de memória: diálogos cidadãos através da fotografia no Facebook; Redes sociales digitales como lugares de memoria: diálogos ciudadanos a través de la fotografía en Facebook,2022,Icono14,20,2,,,,1,10.7195/RI14.V20I2.1880,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148305368&doi=10.7195%2FRI14.V20I2.1880&partnerID=40&md5=420823dd03de3fca981b801d07580bef,,,,Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-85148305368,2-s2.0-85148305368,Q2,title,['57216868622'],57216868622,ADOLFO BALTAR MORENO,T00040585,ESCUELA DE TRANSFORMACIÓN DIGITAL
"Acevedo-Patĩno, O.; Rios, Y.Y.; García, L.; Narvaez, D.","Acevedo-Patĩno, Oscar (57197327858); Rios, Y. Yuliana (57204642964); García, Luis Luis (58399544800); Narvaez, Dayana (58073766100)",57197327858; 57204642964; 58399544800; 58073766100,A study of the Beeclust algorithm for robot swarm aggregation,2022,,,,,,,1,10.1109/ICMLANT56191.2022.9996514,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146705505&doi=10.1109%2FICMLANT56191.2022.9996514&partnerID=40&md5=e3f063f1c2ad16c936698e4b619c319c,,9781665487016,,Conference paper,Final,,Scopus,2-s2.0-85146705505,2-s2.0-85146705505,SQ,none,"['57197327858', '57204642964', '58399544800', '58073766100']",57197327858,OSCAR ACEVEDO PATIÑO,T00000049,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Hoyos, G.; Puertas, E.; Villa, J.L.; Martinez-Santos, J.C.","Hoyos, Gabriel (58069216700); Puertas, Edwin (57202285682); Villa, J. L. (7005142049); Martinez-Santos, Juan Carlos (26325154200)",58069216700; 57202285682; 7005142049; 26325154200,Detection of broken bars in three-phase motors by using curve fits and classification algorithms,2022,,,,,,,1,10.1109/ANDESCON56260.2022.9989583,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146434425&doi=10.1109%2FANDESCON56260.2022.9989583&partnerID=40&md5=d0248d5c8d8d1e5d707bc536b152d5ed,,9781665488549,,Conference paper,Final,,Scopus,2-s2.0-85146434425,2-s2.0-85146434425,SQ,none,"['58069216700', '57202285682', '7005142049', '26325154200']",57202285682,EDWIN ALEXANDER PUERTAS DEL CASTILLO,T00008436,ESCUELA DE TRANSFORMACIÓN DIGITAL
"Hoyos, G.; Puertas, E.; Villa, J.L.; Martinez-Santos, J.C.","Hoyos, Gabriel (58069216700); Puertas, Edwin (57202285682); Villa, J. L. (7005142049); Martinez-Santos, Juan Carlos (26325154200)",58069216700; 57202285682; 7005142049; 26325154200,Detection of broken bars in three-phase motors by using curve fits and classification algorithms,2022,,,,,,,1,10.1109/ANDESCON56260.2022.9989583,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146434425&doi=10.1109%2FANDESCON56260.2022.9989583&partnerID=40&md5=d0248d5c8d8d1e5d707bc536b152d5ed,,9781665488549,,Conference paper,Final,,Scopus,2-s2.0-85146434425,2-s2.0-85146434425,SQ,none,"['58069216700', '57202285682', '7005142049', '26325154200']",7005142049,JOSE LUIS VILLA RAMIREZ,T00000068,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Hoyos, G.; Puertas, E.; Villa, J.L.; Martinez-Santos, J.C.","Hoyos, Gabriel (58069216700); Puertas, Edwin (57202285682); Villa, J. L. (7005142049); Martinez-Santos, Juan Carlos (26325154200)",58069216700; 57202285682; 7005142049; 26325154200,Detection of broken bars in three-phase motors by using curve fits and classification algorithms,2022,,,,,,,1,10.1109/ANDESCON56260.2022.9989583,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146434425&doi=10.1109%2FANDESCON56260.2022.9989583&partnerID=40&md5=d0248d5c8d8d1e5d707bc536b152d5ed,,9781665488549,,Conference paper,Final,,Scopus,2-s2.0-85146434425,2-s2.0-85146434425,SQ,none,"['58069216700', '57202285682', '7005142049', '26325154200']",26325154200,JUAN CARLOS MARTINEZ SANTOS,T00000254,ESCUELA DE TRANSFORMACIÓN DIGITAL
"Viloria-Nuñez, C.; Vázquez, F.J.; Fernández-Márquez, C.M.","Viloria-Nuñez, Cesar (35788581800); Vázquez, Francisco Jose (7103185580); Fernández-Márquez, Carlos M. (36701390700)",35788581800; 7103185580; 36701390700,A review of the digital transformation maturity models for SMEs in search of a self-assessment,2022,,,,,,,16,10.1109/ANDESCON56260.2022.9989889,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146432548&doi=10.1109%2FANDESCON56260.2022.9989889&partnerID=40&md5=42f194dc2c01c3698842305a0236434c,,9781665488549,,Conference paper,Final,,Scopus,2-s2.0-85146432548,2-s2.0-85146432548,SQ,none,"['35788581800', '7103185580', '36701390700']",35788581800,CESAR AUGUSTO VILORIA NUÑEZ,T00090440,ESCUELA DE TRANSFORMACIÓN DIGITAL
"Cabarcas-Mena, Y.; Gutiérrez-Ruiz, K.; Campo-Landines, K.C.; Contreras-Ortiz, S.H.","Cabarcas-Mena, Yina P. (57421989500); Gutiérrez-Ruiz, Karol Patricia (57192930752); Campo-Landines, Kiara Coralia (57205565967); Contreras-Ortiz, Sonia H. (57210822856)",57421989500; 57192930752; 57205565967; 57210822856,Detection and Analysis of ERPs for Social Cognition Evaluation,2022,,,,,,,1,10.1109/ANDESCON56260.2022.9989524,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146431989&doi=10.1109%2FANDESCON56260.2022.9989524&partnerID=40&md5=91196671457059856331fb9fc1e242a7,,9781665488549,,Conference paper,Final,,Scopus,2-s2.0-85146431989,2-s2.0-85146431989,SQ,none,"['57421989500', '57192930752', '57205565967', '57210822856']",57192930752,KAROL PATRICIA GUTIERREZ RUIZ,T00019649,"ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD"
"Cabarcas-Mena, Y.; Gutiérrez-Ruiz, K.; Campo-Landines, K.C.; Contreras-Ortiz, S.H.","Cabarcas-Mena, Yina P. (57421989500); Gutiérrez-Ruiz, Karol Patricia (57192930752); Campo-Landines, Kiara Coralia (57205565967); Contreras-Ortiz, Sonia H. (57210822856)",57421989500; 57192930752; 57205565967; 57210822856,Detection and Analysis of ERPs for Social Cognition Evaluation,2022,,,,,,,1,10.1109/ANDESCON56260.2022.9989524,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146431989&doi=10.1109%2FANDESCON56260.2022.9989524&partnerID=40&md5=91196671457059856331fb9fc1e242a7,,9781665488549,,Conference paper,Final,,Scopus,2-s2.0-85146431989,2-s2.0-85146431989,SQ,none,"['57421989500', '57192930752', '57205565967', '57210822856']",57210822856,SONIA HELENA CONTRERAS ORTIZ,T00000243,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Serpa-Moron, M.; Pachón-Carrascal, K.; Pacheco-Bustos, C.; Maturana-Córdoba, A.Y.; Viloria-Nuñez, C.; Romero-Rodriguez, D.","Serpa-Moron, Melissa (58068812500); Pachón-Carrascal, Katherine (58069154500); Pacheco-Bustos, Carlos A. (57210896606); Maturana-Córdoba, Aymer (55260401200); Viloria-Nuñez, Cesar (35788581800); Romero-Rodriguez, Daniel (57193209226)",58068812500; 58069154500; 57210896606; 55260401200; 35788581800; 57193209226,Potential enviromental impacts of a digital platform for the mutual assistance management in technological emergencies,2022,,,,,,,2,10.1109/ANDESCON56260.2022.9989580,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146427550&doi=10.1109%2FANDESCON56260.2022.9989580&partnerID=40&md5=3f227daa2ed319bf8746029a7c395116,,9781665488549,,Conference paper,Final,,Scopus,2-s2.0-85146427550,2-s2.0-85146427550,SQ,none,"['58068812500', '58069154500', '57210896606', '55260401200', '35788581800', '57193209226']",35788581800,CESAR AUGUSTO VILORIA NUÑEZ,T00090440,ESCUELA DE TRANSFORMACIÓN DIGITAL
"Pico-Ripoll, D.; Percybrooks, W.S.; Viloria-Nuñez, C.","Pico-Ripoll, Darwin (58068813500); Percybrooks, Winston Spencer (24778386600); Viloria-Nuñez, Cesar (35788581800)",58068813500; 24778386600; 35788581800,Machine learning assisted composition of traditional music from the Colombian Caribbean Region,2022,,,,,,,2,10.1109/ANDESCON56260.2022.9989762,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146416919&doi=10.1109%2FANDESCON56260.2022.9989762&partnerID=40&md5=564dec3254ea279a8caf5a0e761c8335,,9781665488549,,Conference paper,Final,,Scopus,2-s2.0-85146416919,2-s2.0-85146416919,SQ,none,"['58068813500', '24778386600', '35788581800']",35788581800,CESAR AUGUSTO VILORIA NUÑEZ,T00090440,ESCUELA DE TRANSFORMACIÓN DIGITAL
"Puertas, E.; Martinez-Santos, J.C.; Andres Pertuz-Duran, P.","Puertas, Edwin (57202285682); Martinez-Santos, Juan Carlos (26325154200); Andres Pertuz-Duran, Pablo (58069118800)",57202285682; 26325154200; 58069118800,Presidential preferences in Colombia through Sentiment Analysis,2022,,,,,,,3,10.1109/ANDESCON56260.2022.9989700,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146416861&doi=10.1109%2FANDESCON56260.2022.9989700&partnerID=40&md5=4bfab2d85f24f14b8ed0d34eb53ea82b,,9781665488549,,Conference paper,Final,,Scopus,2-s2.0-85146416861,2-s2.0-85146416861,SQ,none,"['57202285682', '26325154200', '58069118800']",57202285682,EDWIN ALEXANDER PUERTAS DEL CASTILLO,T00008436,ESCUELA DE TRANSFORMACIÓN DIGITAL
"Puertas, E.; Martinez-Santos, J.C.; Andres Pertuz-Duran, P.","Puertas, Edwin (57202285682); Martinez-Santos, Juan Carlos (26325154200); Andres Pertuz-Duran, Pablo (58069118800)",57202285682; 26325154200; 58069118800,Presidential preferences in Colombia through Sentiment Analysis,2022,,,,,,,3,10.1109/ANDESCON56260.2022.9989700,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146416861&doi=10.1109%2FANDESCON56260.2022.9989700&partnerID=40&md5=4bfab2d85f24f14b8ed0d34eb53ea82b,,9781665488549,,Conference paper,Final,,Scopus,2-s2.0-85146416861,2-s2.0-85146416861,SQ,none,"['57202285682', '26325154200', '58069118800']",26325154200,JUAN CARLOS MARTINEZ SANTOS,T00000254,ESCUELA DE TRANSFORMACIÓN DIGITAL
"Diaz-Camacho, B.; Restrepo-Prada, D.; Quintero M., C.G.; Viloria-Nuñez, C.; Quiroga-Amaya, J.","Diaz-Camacho, Brayan (58069086700); Restrepo-Prada, Duban (58069156100); Quintero M., Christian G. (59407946800); Viloria-Nuñez, Cesar (35788581800); Quiroga-Amaya, Jonathan (58069017200)",58069086700; 58069156100; 59407946800; 35788581800; 58069017200,Computational Tool for Technological Risk Assessment in the Transport of Chemical Products,2022,,,,,,,1,10.1109/ANDESCON56260.2022.9989606,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146415971&doi=10.1109%2FANDESCON56260.2022.9989606&partnerID=40&md5=e050ef0823a7361b4453a4484cc4986f,,9781665488549,,Conference paper,Final,,Scopus,2-s2.0-85146415971,2-s2.0-85146415971,SQ,none,"['58069086700', '58069156100', '59407946800', '35788581800', '58069017200']",35788581800,CESAR AUGUSTO VILORIA NUÑEZ,T00090440,ESCUELA DE TRANSFORMACIÓN DIGITAL
"Mc-Cook, J.M.S.; López Fernández, R.L.; Urquiza, D.E.P.; Fernández, Y.R.; Quintana Álvarez, M.R.Q.","Mc-Cook, Jorge Miguel Soler (57991060100); López Fernández, Raúl (56729894400); Urquiza, Diana Eliza Palmero (57211397111); Fernández, Yaima Ruano (57990969100); Quintana Álvarez, Moisés R. (55783129400)",57991060100; 56729894400; 57211397111; 57990969100; 55783129400,ACTIVE TEACHING METHODS ASSOCIATED WITH LEARNING ANALYTICS; MÉTODOS ACTIVOS DE ENSEÑANZA ASOCIADOS A LA ANALÍTICA DEL APRENDIZAJE,2022,Universidad y Sociedad,14,S6,,692,697,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145331626&partnerID=40&md5=b67e6ba5ee731323b02644256a02c906,24152897,,,Article,Final,,Scopus,2-s2.0-85145331626,2-s2.0-85145331626,SQ,none,"['57991060100', '56729894400', '57211397111', '57990969100', '55783129400']",55783129400,MOISES RAMON QUINTANA ALVAREZ,T00000064,CIENCIAS BÁSICAS
"Acevedo-Patĩno, O.; Rios, Y.Y.; Duque, J.; Gomez, E.; García, L.","Acevedo-Patĩno, Oscar (57197327858); Rios, Y. Yuliana (57204642964); Duque, Jorge Eliecer (57205658483); Gomez, Eduardo (57212006168); García, Luis Luis (58399544800)",57197327858; 57204642964; 57205658483; 57212006168; 58399544800,A Software for Simulating Robot Swarm Aggregation,2022,Communications in Computer and Information Science,1685 CCIS,,,386,399,1,10.1007/978-3-031-20611-5_32,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144238723&doi=10.1007%2F978-3-031-20611-5_32&partnerID=40&md5=9a5a2b0444806620988aa22b56ea0204,18650929,9789819671748; 9789819664610; 9783032026743; 9783032008831; 9783032026712; 9789819671779; 9783031949425; 9789819666874; 9783031936968; 9783031941207,,Conference paper,Final,,Scopus,2-s2.0-85144238723,2-s2.0-85144238723,Q4,issn,"['57197327858', '57204642964', '57205658483', '57212006168', '58399544800']",57197327858,OSCAR ACEVEDO PATIÑO,T00000049,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Acevedo-Patĩno, O.; Rios, Y.Y.; Duque, J.; Gomez, E.; García, L.","Acevedo-Patĩno, Oscar (57197327858); Rios, Y. Yuliana (57204642964); Duque, Jorge Eliecer (57205658483); Gomez, Eduardo (57212006168); García, Luis Luis (58399544800)",57197327858; 57204642964; 57205658483; 57212006168; 58399544800,A Software for Simulating Robot Swarm Aggregation,2022,Communications in Computer and Information Science,1685 CCIS,,,386,399,1,10.1007/978-3-031-20611-5_32,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144238723&doi=10.1007%2F978-3-031-20611-5_32&partnerID=40&md5=9a5a2b0444806620988aa22b56ea0204,18650929,9789819671748; 9789819664610; 9783032026743; 9783032008831; 9783032026712; 9789819671779; 9783031949425; 9789819666874; 9783031936968; 9783031941207,,Conference paper,Final,,Scopus,2-s2.0-85144238723,2-s2.0-85144238723,Q4,issn,"['57197327858', '57204642964', '57205658483', '57212006168', '58399544800']",57205658483,JORGE ELIECER DUQUE PARDO,T00000020,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Acevedo-Patĩno, O.; Rios, Y.Y.; Duque, J.; Gomez, E.; García, L.","Acevedo-Patĩno, Oscar (57197327858); Rios, Y. Yuliana (57204642964); Duque, Jorge Eliecer (57205658483); Gomez, Eduardo (57212006168); García, Luis Luis (58399544800)",57197327858; 57204642964; 57205658483; 57212006168; 58399544800,A Software for Simulating Robot Swarm Aggregation,2022,Communications in Computer and Information Science,1685 CCIS,,,386,399,1,10.1007/978-3-031-20611-5_32,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144238723&doi=10.1007%2F978-3-031-20611-5_32&partnerID=40&md5=9a5a2b0444806620988aa22b56ea0204,18650929,9789819671748; 9789819664610; 9783032026743; 9783032008831; 9783032026712; 9789819671779; 9783031949425; 9789819666874; 9783031936968; 9783031941207,,Conference paper,Final,,Scopus,2-s2.0-85144238723,2-s2.0-85144238723,Q4,issn,"['57197327858', '57204642964', '57205658483', '57212006168', '58399544800']",57212006168,EDUARDO GOMEZ VASQUEZ,T00000057,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Romero-Mercado, C.D.; Contreras-Ortiz, S.H.; Marrugo, A.G.","Romero-Mercado, Caleb D. (57221460194); Contreras-Ortiz, Sonia H. (57210822856); Marrugo, Andrés G. (24329839300)",57221460194; 57210822856; 24329839300,Effect of Speckle Filtering in the Performance of Segmentation of Ultrasound Images Using CNNs,2022,Communications in Computer and Information Science,1685 CCIS,,,150,159,0,10.1007/978-3-031-20611-5_13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144183843&doi=10.1007%2F978-3-031-20611-5_13&partnerID=40&md5=a7305bab2e6a66128352211f5e454b66,18650929,9789819671748; 9789819664610; 9783032026743; 9783032008831; 9783032026712; 9789819671779; 9783031949425; 9789819666874; 9783031936968; 9783031941207,,Conference paper,Final,,Scopus,2-s2.0-85144183843,2-s2.0-85144183843,Q4,issn,"['57221460194', '57210822856', '24329839300']",57210822856,SONIA HELENA CONTRERAS ORTIZ,T00000243,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Romero-Mercado, C.D.; Contreras-Ortiz, S.H.; Marrugo, A.G.","Romero-Mercado, Caleb D. (57221460194); Contreras-Ortiz, Sonia H. (57210822856); Marrugo, Andrés G. (24329839300)",57221460194; 57210822856; 24329839300,Effect of Speckle Filtering in the Performance of Segmentation of Ultrasound Images Using CNNs,2022,Communications in Computer and Information Science,1685 CCIS,,,150,159,0,10.1007/978-3-031-20611-5_13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144183843&doi=10.1007%2F978-3-031-20611-5_13&partnerID=40&md5=a7305bab2e6a66128352211f5e454b66,18650929,9789819671748; 9789819664610; 9783032026743; 9783032008831; 9783032026712; 9789819671779; 9783031949425; 9789819666874; 9783031936968; 9783031941207,,Conference paper,Final,,Scopus,2-s2.0-85144183843,2-s2.0-85144183843,Q4,issn,"['57221460194', '57210822856', '24329839300']",24329839300,ANDRES GUILLERMO MARRUGO HERNANDEZ,T00013767,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Martinez, E.; Cuadrado, J.; Martinez-Santos, J.C.","Martinez, Elizabeth (58459662800); Cuadrado, Juan (57422728000); Martinez-Santos, Juan Carlos (26325154200)",58459662800; 57422728000; 26325154200,Photovoltaic Power Predictor Module Based on Historical Production and Weather Conditions Data,2022,Communications in Computer and Information Science,1685 CCIS,,,461,472,1,10.1007/978-3-031-20611-5_38,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144176920&doi=10.1007%2F978-3-031-20611-5_38&partnerID=40&md5=d20335664cec13d958c358de04a8e248,18650929,9789819671748; 9789819664610; 9783032026743; 9783032008831; 9783032026712; 9789819671779; 9783031949425; 9789819666874; 9783031936968; 9783031941207,,Conference paper,Final,,Scopus,2-s2.0-85144176920,2-s2.0-85144176920,Q4,issn,"['58459662800', '57422728000', '26325154200']",26325154200,JUAN CARLOS MARTINEZ SANTOS,T00000254,ESCUELA DE TRANSFORMACIÓN DIGITAL
"Marrugo-Tobón, D.A.; Vitola, A.L.; Pena, J.C.; Duque, J.; Villa, J.L.","Marrugo-Tobón, Duvan Andres (57221469260); Vitola, Angie L. (57221468831); Pena, Juan C. (57422329900); Duque, Jorge Eliecer (57205658483); Villa, J. L. (7005142049)",57221469260; 57221468831; 57422329900; 57205658483; 7005142049,Full State Feedback of DC-Motor Position and Speed Control Using LQR and Kalman Filter,2022,Communications in Computer and Information Science,1685 CCIS,,,400,411,2,10.1007/978-3-031-20611-5_33,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144172076&doi=10.1007%2F978-3-031-20611-5_33&partnerID=40&md5=b88a5ded03d2d9c61bc4d1bbf71e768c,18650929,9789819671748; 9789819664610; 9783032026743; 9783032008831; 9783032026712; 9789819671779; 9783031949425; 9789819666874; 9783031936968; 9783031941207,,Conference paper,Final,,Scopus,2-s2.0-85144172076,2-s2.0-85144172076,Q4,issn,"['57221469260', '57221468831', '57422329900', '57205658483', '7005142049']",57205658483,JORGE ELIECER DUQUE PARDO,T00000020,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Marrugo-Tobón, D.A.; Vitola, A.L.; Pena, J.C.; Duque, J.; Villa, J.L.","Marrugo-Tobón, Duvan Andres (57221469260); Vitola, Angie L. (57221468831); Pena, Juan C. (57422329900); Duque, Jorge Eliecer (57205658483); Villa, J. L. (7005142049)",57221469260; 57221468831; 57422329900; 57205658483; 7005142049,Full State Feedback of DC-Motor Position and Speed Control Using LQR and Kalman Filter,2022,Communications in Computer and Information Science,1685 CCIS,,,400,411,2,10.1007/978-3-031-20611-5_33,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144172076&doi=10.1007%2F978-3-031-20611-5_33&partnerID=40&md5=b88a5ded03d2d9c61bc4d1bbf71e768c,18650929,9789819671748; 9789819664610; 9783032026743; 9783032008831; 9783032026712; 9789819671779; 9783031949425; 9789819666874; 9783031936968; 9783031941207,,Conference paper,Final,,Scopus,2-s2.0-85144172076,2-s2.0-85144172076,Q4,issn,"['57221469260', '57221468831', '57422329900', '57205658483', '7005142049']",7005142049,JOSE LUIS VILLA RAMIREZ,T00000068,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
