pub_id,Year,Title,Source,ISSN,DOI,EID,quartile,escuelas,docentes
2-s2.0-85002980258,2016,Background intensity removal in structured light three-dimensional reconstruction,,,10.1109/STSIVA.2016.7743326,2-s2.0-85002980258,SQ,"['CIENCIAS BÁSICAS', 'ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['ANDRES GUILLERMO MARRUGO HERNANDEZ', 'LENNY ALEXANDRA ROMERO PEREZ']"
2-s2.0-85006108559,2016,A Semi-Supervised Hybrid Approach for Multitemporal Multi-Region Multisensor Landsat Data Classification,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,19391404,10.1109/JSTARS.2016.2623567,2-s2.0-85006108559,Q1,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['YADY TATIANA SOLANO CORREA']
2-s2.0-85006976102,2016,"AquApp, an information system for a collaborative sensor network",,,10.1109/ColumbianCC.2016.7750784,2-s2.0-85006976102,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],"['JAIRO ENRIQUE SERRANO CASTAÑEDA', 'JUAN CARLOS MARTINEZ SANTOS']"
2-s2.0-85006989425,2017,Population genetic structure of Rhizoctonia oryzae-sativae from rice in Latin America and its adaptive potential to emerge as a pathogen on urochloa pastures,Phytopathology,0031949X,10.1094/PHYTO-05-16-0219-R,2-s2.0-85006989425,Q1,['CIENCIAS BÁSICAS'],['EDISSON CHAVARRO MESA']
2-s2.0-85007493470,2016,An approach to multiple Change Detection in multisensor VHR optical images based on iterative clustering,International Geoscience and Remote Sensing Symposium (IGARSS),21536996,10.1109/IGARSS.2016.7730342,2-s2.0-85007493470,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['YADY TATIANA SOLANO CORREA']
2-s2.0-85009188290,2018,Genetic Advances in Post-traumatic Stress Disorder; Avances genéticos en el trastorno por estrés postraumático,Revista Colombiana de Psiquiatria,00347450,10.1016/j.rcp.2016.12.001,2-s2.0-85009188290,Q3,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']",['KAROL PATRICIA GUTIERREZ RUIZ']
2-s2.0-85009986862,2017,"Expanding Influences Research to Insecure Democracies: How violence, public insecurity, economic inequality and uneven democratic performance shape journalists’ perceived work environments",Journalism Studies,1461670X,10.1080/1461670X.2016.1266278,2-s2.0-85009986862,Q1,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['MIGUEL EFREN GARCES PRETTEL']
2-s2.0-85010458385,2017,Autonomía profesional y riesgos de seguridad de los periodistas en Colombia,Perfiles Latinoamericanos,01887653,10.18504/pl2549-002-2017,2-s2.0-85010458385,Q3,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['MIGUEL EFREN GARCES PRETTEL']
2-s2.0-85011391197,2016,Internet of things and home-centered health; Internet de las cosas y la salud centrada en el hogar,Salud Uninorte,01205552,10.14482/sun.32.2.8954,2-s2.0-85011391197,Q4,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['CESAR AUGUSTO VILORIA NUÑEZ']
2-s2.0-85011965382,2017,Design and control of an unmanned surface vehicle for environmental monitoring applications,,,10.1109/CCRA.2016.7811411,2-s2.0-85011965382,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['JAIRO HUMBERTO CABRERA TOVAR', 'JOSE LUIS VILLA RAMIREZ']"
2-s2.0-85015226955,2017,Vehicle speed estimation using audio features and neural networks,,,10.1109/ANDESCON.2016.7836250,2-s2.0-85015226955,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['ANDRES GUILLERMO MARRUGO HERNANDEZ', 'SONIA HELENA CONTRERAS ORTIZ']"
2-s2.0-85015581550,2016,Physico-Chemical and structural interpretation of discrete derivative indices on N-tuples atoms,International Journal of Molecular Sciences,14220067; 16616596,10.3390/ijms17060812,2-s2.0-85015581550,Q1,['CIENCIAS BÁSICAS'],['JORGE LUIS MUÑIZ OLITE']
2-s2.0-85016593929,2017,Programmable diffractive optical elements with applicability in ophthalmic optics; Elementos ópticos difractivos programables con aplicabilidad en óptica oftálmica,Optica Pura y Aplicada,00303917,10.7149/OPA.50.1.49509,2-s2.0-85016593929,Q4,['CIENCIAS BÁSICAS'],['LENNY ALEXANDRA ROMERO PEREZ']
2-s2.0-85016604839,2017,Retinal image analysis: Image processing and feature extraction oriented to the clinical task,Optica Pura y Aplicada,00303917,10.7149/OPA.50.1.49507,2-s2.0-85016604839,Q4,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['ANDRES GUILLERMO MARRUGO HERNANDEZ']
2-s2.0-85017138014,2019,Rasch Analysis of the Q-CHAT in Colombian Toddlers with Autism Spectrum Disorder,Current Psychology,10461310,10.1007/s12144-017-9596-6,2-s2.0-85017138014,Q1,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']",['KAROL PATRICIA GUTIERREZ RUIZ']
2-s2.0-85018396408,2017,"Ergonomic and biomechanical evaluation of the use of computers, tablets and smart phones by children. A pilot study",IFMBE Proceedings,16800737,10.1007/978-981-10-4086-3_81,2-s2.0-85018396408,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['HOLMAN OSPINA MATEUS', 'SONIA HELENA CONTRERAS ORTIZ']"
2-s2.0-85018414490,2017,Design and construction of a wearable wireless electrogoniometer for joint angle measurements in sports,IFMBE Proceedings,16800737,10.1007/978-981-10-4086-3_98,2-s2.0-85018414490,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['SONIA HELENA CONTRERAS ORTIZ']
2-s2.0-85020204386,2017,Physical-aware pattern selection for stuck-at faults,,,10.1109/LATW.2017.7906754,2-s2.0-85020204386,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['JUAN CARLOS MARTINEZ SANTOS']
2-s2.0-85020214634,2017,LFSR characteristic polynomial and phase shifter computation for two-dimensional test set generation,,,10.1109/LATW.2017.7906758,2-s2.0-85020214634,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['OSCAR ACEVEDO PATIÑO']
2-s2.0-85020251039,2017,Comparison of solutions to the Thomas-Fermi equation by a direct method and variational calculus,Revista Mexicana de Fisica,0035001X,,2-s2.0-85020251039,Q3,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['DAVID SIERRA PORTA']
2-s2.0-85020376303,2017,A low noise stenography method for medical images with QR encoding of patient information,Progress in Biomedical Optics and Imaging - Proceedings of SPIE,16057422,10.1117/12.2254568,2-s2.0-85020376303,SQ,"['CIENCIAS BÁSICAS', 'ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO', 'ESCUELA DE TRANSFORMACIÓN DIGITAL']","['ALBERTO PATIÑO VANEGAS', 'JUAN CARLOS MARTINEZ SANTOS', 'SONIA HELENA CONTRERAS ORTIZ']"
2-s2.0-85020784325,2017,Region growing segmentation of ultrasound images using gradients and local statistics,Progress in Biomedical Optics and Imaging - Proceedings of SPIE,16057422,10.1117/12.2254518,2-s2.0-85020784325,SQ,"['CIENCIAS BÁSICAS', 'ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['ALBERTO PATIÑO VANEGAS', 'SONIA HELENA CONTRERAS ORTIZ']"
2-s2.0-85021267754,2017,Experimental study of flat plate cooling using draft induced by a submerged radial jet,Revista Facultad de Ingenieria,01206230,10.17533/udea.redin.n83a08,2-s2.0-85021267754,Q4,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['ARGEMIRO PALENCIA DIAZ']
2-s2.0-85021369604,2017,Reactive scheduling in collaborative supply chain: A literature review; Reprogramación de producción en cadenas de suministro colaborativas: Una revisión de la literatura,Espacios,07981015,,2-s2.0-85021369604,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['HOLMAN OSPINA MATEUS']
2-s2.0-85021784501,2016,Exergy study of air-conditioned space of a prototype scale of a river vessel room,,,10.1115/IMECE2016-65093,2-s2.0-85021784501,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['JUAN GABRIEL FAJARDO CUADRO']
2-s2.0-85021964037,2018,On the Continuity of the Topological Entropy of Non-autonomous Dynamical Systems,Bulletin of the Brazilian Mathematical Society,16787544,10.1007/s00574-017-0049-5,2-s2.0-85021964037,Q1,['CIENCIAS BÁSICAS'],['JEOVANNY DE JESUS MUENTES ACEVEDO']
2-s2.0-85027549400,2017,Rethinking professional autonomy: Autonomy to develop and to publish news in Mexico and Colombia,Journalism,14648849,10.1177/1464884916659409,2-s2.0-85027549400,Q1,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['MIGUEL EFREN GARCES PRETTEL']
2-s2.0-85028646233,2017,Leveraging 1-wire communication bus system for secure home automation,Communications in Computer and Information Science,18650929,10.1007/978-3-319-66562-7_54,2-s2.0-85028646233,Q4,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO', 'ESCUELA DE TRANSFORMACIÓN DIGITAL']","['JUAN CARLOS MARTINEZ SANTOS', 'LUZ ALEJANDRA MAGRE COLORADO']"
2-s2.0-85028851263,2019,"Renewable energy potential analysis in non-interconnected islands. Case study: Isla Grande, Corales del Rosario Archipelago, Colombia",Ecological Engineering,09258574,10.1016/j.ecoleng.2017.08.020,2-s2.0-85028851263,Q1,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['CLAUDIA PATRICIA DIAZ MENDOZA', 'JORGELINA CECILIA PASQUALINO']"
2-s2.0-85028891408,2017,Constructor automático de modelos dominios sin corpus preexistente; Automatic constructor of domain models without pre-xisting corpus,Procesamiento del Lenguaje Natural,11355948,,2-s2.0-85028891408,Q1,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['EDWIN ALEXANDER PUERTAS DEL CASTILLO']
2-s2.0-85029668787,2017,Starch extraction potential from plantain peel wastes,Journal of Environmental Chemical Engineering,22132929,10.1016/j.jece.2017.09.034,2-s2.0-85029668787,Q1,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['JORGELINA CECILIA PASQUALINO']
2-s2.0-85030026163,2017,Model of optimization of mining complex for the planning of flow of quarry production of limestone in multiple products and with elements for the analysis of the capacity,Communications in Computer and Information Science,18650929,10.1007/978-3-319-66963-2_48,2-s2.0-85030026163,Q4,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['HOLMAN OSPINA MATEUS']
2-s2.0-85030027376,2017,Preface,Communications in Computer and Information Science,18650929,,2-s2.0-85030027376,Q4,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['JOSE LUIS VILLA RAMIREZ']
2-s2.0-85030029940,2017,Irrigation system for oil palm in Colombia - an internet of things approach,Communications in Computer and Information Science,18650929,10.1007/978-3-319-66963-2_27,2-s2.0-85030029940,Q4,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO', 'ESCUELA DE TRANSFORMACIÓN DIGITAL']","['JUAN CARLOS MARTINEZ SANTOS', 'LUZ ALEJANDRA MAGRE COLORADO']"
2-s2.0-85030031564,2017,"Applied computer sciences in engineering: 4th workshop on engineering applications, WEA 2017 Cartagena, Colombia, september 27-29, 2017 proceedings",Communications in Computer and Information Science,18650929,,2-s2.0-85030031564,Q4,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['JOSE LUIS VILLA RAMIREZ']
2-s2.0-85030032106,2017,Design and implementation of an energy monitoring system for buildings based on internet of things architecture,Communications in Computer and Information Science,18650929,10.1007/978-3-319-66963-2_31,2-s2.0-85030032106,Q4,"['CIENCIAS BÁSICAS', 'ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['JOSE LUIS VILLA RAMIREZ', 'JULIO SEFERINO HURTADO MARQUEZ']"
2-s2.0-85031290574,2017,"The role of women in Rainbow of Peace, by Fray Pedro de Santa María y Ulloa; El rol de la mujer en Arco Iris de Paz, de Fray Pedro de Santa María y Ulloa",Revista de Humanidades (SPAIN),11305029,10.5944/rdh.32.2017.18869,2-s2.0-85031290574,Q4,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']",['PEDRO VAZQUEZ MIRAZ']
2-s2.0-85032347887,2017,Analysis of multitemporal Sentinel-2 images in the framework of the ESA Scientific Exploitation of Operational Missions,,,10.1109/Multi-Temp.2017.8035230,2-s2.0-85032347887,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['YADY TATIANA SOLANO CORREA']
2-s2.0-85032349089,2017,Analysis of Riparian forest buffers dynamics in Colombian basins by Landsat Time Series,,,10.1109/Multi-Temp.2017.8035259,2-s2.0-85032349089,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['YADY TATIANA SOLANO CORREA']
2-s2.0-85032366600,2017,Spatio-temporal evolution of crop fields in Sentinel-2 Satellite Image Time Series,,,10.1109/Multi-Temp.2017.8035236,2-s2.0-85032366600,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['YADY TATIANA SOLANO CORREA']
2-s2.0-85032371374,2017,Strategic direction: Projection of technological innovation and administrative management in small enterprises; Direccionamiento estratégico: Proyección de la innovación tecnológica y gestión administrativa en las pequeñas empresas,Informacion Tecnologica,07168756,10.4067/S0718-07642017000500003,2-s2.0-85032371374,SQ,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']",['JORGE LUIS DEL RIO CORTINA']
2-s2.0-85034969537,2017,Proposal of a theoretical model of branding for the positioning of the university brand; Propuesta de un modelo teórico de branding para el posicionamiento de la marca universitaria,Espacios,07981015,,2-s2.0-85034969537,SQ,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']",['JORGE LUIS DEL RIO CORTINA']
2-s2.0-85036563435,2017,Ronda del Sinú Avenue: Spaces and meanings; Avenida ronda del sinú: Entre espacios y significados,Revista Luna Azul,01225391,10.17151/luaz.2017.44.15,2-s2.0-85036563435,Q4,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['MIGUEL EFREN GARCES PRETTEL']
2-s2.0-85038430967,2017,Analysis of sEMG signals using discrete wavelet transform for muscle fatigue detection,Proceedings of SPIE - The International Society for Optical Engineering,0277786X,10.1117/12.2285950,2-s2.0-85038430967,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['SONIA HELENA CONTRERAS ORTIZ']
2-s2.0-85038431554,2017,Fetal ECG extraction using independent component analysis by Jade approach,Proceedings of SPIE - The International Society for Optical Engineering,0277786X,10.1117/12.2285962,2-s2.0-85038431554,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['SONIA HELENA CONTRERAS ORTIZ']
2-s2.0-85039953172,2017,Dust particle artifact detection and removal in retinal images,Optica Pura y Aplicada,00303917,10.7149/OPA.50.4.49075,2-s2.0-85039953172,Q4,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['ANDRES GUILLERMO MARRUGO HERNANDEZ']
2-s2.0-85040307034,2017,Influence of Arduino on the Development of Advanced Microcontrollers Courses,Revista Iberoamericana de Tecnologias del Aprendizaje,,10.1109/RITA.2017.2776444,2-s2.0-85040307034,Q2,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO', 'ESCUELA DE TRANSFORMACIÓN DIGITAL']","['JUAN CARLOS MARTINEZ SANTOS', 'OSCAR ACEVEDO PATIÑO', 'SONIA HELENA CONTRERAS ORTIZ']"
2-s2.0-85040943283,2017,Thermoeconomic analysis of pvc production plant reactors cooling system,,,10.1115/IMECE2017-70171,2-s2.0-85040943283,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['JUAN GABRIEL FAJARDO CUADRO']
2-s2.0-85042432686,2018,Riccati–Ermakov systems and explicit solutions for variable coefficient reaction–diffusion equations,Applied Mathematics and Computation,00963003,10.1016/j.amc.2018.01.047,2-s2.0-85042432686,Q1,['CIENCIAS BÁSICAS'],['ENRIQUE PEREIRA BATISTA']
2-s2.0-85042620217,2017,The craft brewing industry in latin America: The case of Colombia,,,10.1007/978-3-319-58235-1_4,2-s2.0-85042620217,SQ,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']",['DANIEL TORO GONZALEZ']
2-s2.0-85042767977,2018,Ecotoxicological assessment of perchlorate using in vitro and in vivo assays,Environmental Science and Pollution Research,09441344,10.1007/s11356-018-1565-6,2-s2.0-85042767977,Q1,['CIENCIAS BÁSICAS'],['ROSA LEONOR ACEVEDO BARRIOS']
2-s2.0-85042962328,2014,Construction and validation of the Scale of Acceptance to the School Violence (EAVE); Construcción y validación de la Escala de Aceptación a la Violencia Escolar (EAVE),Revista de Psicologia,21456569,,2-s2.0-85042962328,SQ,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']",['DAVID JAVIER FORTICH PEREZ']
2-s2.0-85043303519,2017,Anti-inflammatory activity and cheminformatics analysis of new potent 2-substituted 1-methyl-5-nitroindazolinones,Current Topics in Medicinal Chemistry,15680266,10.2174/1568026618666180119125255,2-s2.0-85043303519,Q2,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['CLAUDIA PATRICIA DIAZ MENDOZA']
2-s2.0-85044634765,2017,Influence of sex and task difficulty on switching attention; Influencia del sexo y la dificultad de la tarea en el cambio atencional,Anuario de Psicologia,00665126,10.1016/j.anpsic.2017.10.002,2-s2.0-85044634765,Q4,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']",['KAROL PATRICIA GUTIERREZ RUIZ']
2-s2.0-85045915892,2018,Openness of Anosov families,Journal of the Korean Mathematical Society,03049914,10.4134/JKMS.j170312,2-s2.0-85045915892,Q2,['CIENCIAS BÁSICAS'],['JEOVANNY DE JESUS MUENTES ACEVEDO']
2-s2.0-85045963810,2018,An approach for unsupervised change detection in multitemporal VHR images acquired by different multispectral sensors,Remote Sensing,,10.3390/rs10040533,2-s2.0-85045963810,Q1,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['YADY TATIANA SOLANO CORREA']
