"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Rivillas-Ospina, G.; Maza-Chamorro, M.A.; Restrepo Calle, S.; Lithgow, D.; Silva-Casarn, R.; Sisa-Camargo, A.; Vargas, A.; Sarmiento, J.P.; Caes, J.; Bolívar, M.; del Rio, R.; Campo, E.; Casas, D.; Rudas, D.","Rivillas-Ospina, Germán Daniel (57193621526); Maza-Chamorro, Mauro Antonio (55872162200); Restrepo Calle, Sebastián (57213650993); Lithgow, Debora (55363299900); Silva-Casarn, Rodolfo (55993636000); Sisa-Camargo, Augusto H. (6505478980); Vargas, Andrés Mauricio (36451601100); Sarmiento, Juan Pablo E. (57202896041); Caes, Juan (57217028777); Bolívar, Marianella (57214259358); del Rio, Roberto (57217028574); Campo, Erick (57217029211); Casas, Diego A. (57217028107); Rudas, Dennis (57217029302)","57193621526; 55872162200; 57213650993; 55363299900; 55993636000; 6505478980; 36451601100; 57202896041; 57217028777; 57214259358; 57217028574; 57217029211; 57217028107; 57217029302","Alternatives for recovering the ecosystem services and resilience of the Salamanca Island Natural Park, Colombia","2020","Water (Switzerland)","12","5","1513","","","0","13","10.3390/w12051513","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085862969&doi=10.3390%2Fw12051513&partnerID=40&md5=a8efcd1c69eb07a57de38677730a842c","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85085862969"
"Pineda, J.; Bacca, J.; Meza, J.; Romero, L.A.; Arguello, H.; Marrugo, A.G.","Pineda, Jesus (57192270016); Bacca, Jorge Luis (57195201150); Meza, Jhacson (57204065355); Romero, Lenny A. (36142156300); Arguello, Henry Fuentes (44061135000); Marrugo, Andrés G. (24329839300)","57192270016; 57195201150; 57204065355; 36142156300; 44061135000; 24329839300","SPUD: Simultaneous phase unwrapping and denoising algorithm for phase imaging","2020","Applied Optics","59","13","","D81","D88","0","22","10.1364/AO.383600","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084404730&doi=10.1364%2FAO.383600&partnerID=40&md5=a573ffc1fb9d6fccb2decbdeb01f1371","Article","Final","","Scopus","2-s2.0-85084404730"
"Vargas, R.; Marrugo, A.G.; Zhang, S.; Romero, L.A.","Vargas, Raúl (57117284600); Marrugo, Andrés G. (24329839300); Zhang, Song (12761761100); Romero, Lenny A. (36142156300)","57117284600; 24329839300; 12761761100; 36142156300","Hybrid calibration procedure for fringe projection profilometry based on stereo vision and polynomial fitting","2020","Applied Optics","59","13","","D163","D169","0","45","10.1364/AO.383602","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084382124&doi=10.1364%2FAO.383602&partnerID=40&md5=e9cd75ade54199f836f22a1dd447d5d9","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85084382124"
"Ospina-Mateus, H.; Quintana-Jiménez, L.A.; Lopez-Valdes, F.J.","Ospina-Mateus, Holman (57194034904); Quintana-Jiménez, Leonardo Augusto (57195939566); Lopez-Valdes, Francisco J. (23110963500)","57194034904; 57195939566; 23110963500","Understanding motorcyclist-related accidents in Colombia","2020","International Journal of Injury Control and Safety Promotion","27","2","","215","231","0","12","10.1080/17457300.2020.1725895","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079380834&doi=10.1080%2F17457300.2020.1725895&partnerID=40&md5=5b56e4a46d4f783e21e14eca98ee93df","Article","Final","","Scopus","2-s2.0-85079380834"
"Chavarro-Mesa, E.C.; Ceresini, P.; Pereira, D.; Vicentini, S.; Silva, T.; Ramos-Molina, L.; Negrisoli, M.; Schurt, D.; Vieira Júnior, J.R.","Chavarro-Mesa, Edisson (57188841051); Ceresini, Paulo Cezar (6507211837); Pereira, Danilo Augusto dos Santos (56967625500); Vicentini, Samara Nunes Campos (57195961569); Silva, Tatiane Carla (57217320558); Ramos-Molina, Lina Maria (57188837490); Negrisoli, Matheus Mereb (57190385670); Schurt, Daniel Augusto (24722179600); Vieira Júnior, José Roberto (36619753400)","57188841051; 6507211837; 56967625500; 57195961569; 57217320558; 57188837490; 57190385670; 24722179600; 36619753400","A broad diversity survey of Rhizoctonia species from the Brazilian Amazon reveals the prevalence of R. solani AG-1 IA on signal grass and the new record of AG-1 IF on cowpea and soybeans","2020","Plant Pathology","69","3","","455","466","0","21","10.1111/ppa.13142","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078770701&doi=10.1111%2Fppa.13142&partnerID=40&md5=8916d280f4583a20dc5a1ec86601f242","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85078770701"
"Barone, M.; Barceló, F.; Pagnola, M.R.; Larreteguy, A.; Marrugo, A.G.; Useche, J.","Barone, Marcelo (56433990700); Barceló, Francisco (58823144600); Pagnola, Marcelo R. (14012202200); Larreteguy, Axel E. (6602228807); Marrugo, Andrés G. (24329839300); Useche, J. F. (24537991200)","56433990700; 58823144600; 14012202200; 6602228807; 24329839300; 24537991200","A model for the simulation of the chill block melt spinning (CBMS) process using OpenFOAM®","2020","International Journal of Thermal Sciences","150","","106221","","","0","1","10.1016/j.ijthermalsci.2019.106221","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076679317&doi=10.1016%2Fj.ijthermalsci.2019.106221&partnerID=40&md5=b735e977c5457c4ea75d646e49b9d977","Article","Final","","Scopus","2-s2.0-85076679317"
"Salas-Navarro, K.; Acevedo-Chedid, J.; Árquez, G.M.; Florez, W.F.; Ospina-Mateus, H.; Sana, S.S.; Cárdenas-Barrón, L.E.","Salas-Navarro, Katherinne (57193504630); Acevedo-Chedid, Jaime (57193533853); Árquez, Gina Mora (57211959662); Florez, Whady F. (6602152047); Ospina-Mateus, Holman (57194034904); Sana, Shib Sankar (15078194000); Cárdenas-Barrón, Leopoldo Eduardo (6506675064)","57193504630; 57193533853; 57211959662; 6602152047; 57194034904; 15078194000; 6506675064","An EPQ inventory model considering an imperfect production system with probabilistic demand and collaborative approach","2020","Journal of Advances in Management Research","17","2","","282","304","0","14","10.1108/JAMR-07-2019-0141","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075526753&doi=10.1108%2FJAMR-07-2019-0141&partnerID=40&md5=4d311ca4abd0c6bd5a8febd85502b349","Article","Final","","Scopus","2-s2.0-85075526753"
"Ramírez, J.L.V.; Díaz, B.Z.; Ospina, R.O.; Mesa, F.; V-Niño, E.D.V.","Ramírez, J. L.Villa (58726408100); Díaz, B. Zuluaga (57213831364); Ospina, Rogelio (8273524800); Mesa, Fernando (56906725000); V-Niño, E. D. (55305600400)","58726408100; 57213831364; 8273524800; 56906725000; 55305600400","II Workshop on Modeling and Simulation for Science and Engineering","2020","Journal of Physics: Conference Series","1448","1","011001","","","0","0","10.1088/1742-6596/1448/1/011001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081356827&doi=10.1088%2F1742-6596%2F1448%2F1%2F011001&partnerID=40&md5=51d9432dfb8317a5a232af011bd9ca7c","Editorial","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85081356827"
"Ardila, J.G.; Valdes, M.; Rodríguez-Cabal, M.A.; Castro, A.; Quintero, J.G.","Ardila, J. G. (55229765400); Valdes, Miyer Jaiver (57203372737); Rodríguez-Cabal, Miguel Angel (57208634458); Castro, A. (57210977369); Quintero, J. G. (57220470054)","55229765400; 57203372737; 57208634458; 57210977369; 57220470054","Development of heat transfer and pressure drop correlations in twisted tube heat exchangers","2020","Journal of Physics: Conference Series","1448","1","012010","","","0","0","10.1088/1742-6596/1448/1/012010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081165708&doi=10.1088%2F1742-6596%2F1448%2F1%2F012010&partnerID=40&md5=e8b9ae2fd0b3647038885d6e986afc68","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85081165708"
"Montoya Giraldo, O.D.; Escobar, A.F.; Garrido, V.M.","Montoya Giraldo, Oscar Danilo (56919564100); Escobar, A. F. (57216064682); Garrido, Victor M. (57212456661)","56919564100; 57216064682; 57212456661","Power flow solution in direct current grids using the linear conjugate gradient approach","2020","Journal of Physics: Conference Series","1448","1","012016","","","0","2","10.1088/1742-6596/1448/1/012016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081163593&doi=10.1088%2F1742-6596%2F1448%2F1%2F012016&partnerID=40&md5=4b5373696986be842feba12649cff720","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85081163593"
"Garrido, V.M.; Pérez-Camargo, W.J.; López Quintero, J.G.","Garrido, Victor M. (57212456661); Pérez-Camargo, W. J. (57215558613); López Quintero, J. G. (57215558240)","57212456661; 57215558613; 57215558240","Design and simulation of techniques for mitigation of harmonic distortion in a three-phase rectifier","2020","Journal of Physics: Conference Series","1448","1","012009","","","0","0","10.1088/1742-6596/1448/1/012009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081163140&doi=10.1088%2F1742-6596%2F1448%2F1%2F012009&partnerID=40&md5=83d79d0a5e96191a814d5f020892acc0","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85081163140"
"Álvarez, L.V.; Gualdrón, G.; Raúl, P.; Sampayo, L.C.","Álvarez, L. V. (57216214427); Gualdrón, Carlos G. (57215557867); Raúl, Padrón C. (57211351906); Sampayo, Luis C. (57215557860)","57216214427; 57215557867; 57211351906; 57215557860","Instrument for selecting and evaluating suppliers in small and medium-sized metalworking enterprises in Cartagena, Colombia","2020","Journal of Physics: Conference Series","1448","1","012007","","","0","0","10.1088/1742-6596/1448/1/012007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081162975&doi=10.1088%2F1742-6596%2F1448%2F1%2F012007&partnerID=40&md5=34612b23c078f2975462a7c325a4cdce","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85081162975"
"Acevedo Román, L.F.; Ardila, J.G.; Valdes, M.; Castro, A.; López Quintero, J.G.","Acevedo Román, L. F. (57215559324); Ardila, J. G. (55229765400); Valdes, Miyer Jaiver (57203372737); Castro, A. (57210977369); López Quintero, J. G. (57215558240)","57215559324; 55229765400; 57203372737; 57210977369; 57215558240","Numerical study of the stress concentration factor in geometries of machine elements using Ansys® and Inventor®","2020","Journal of Physics: Conference Series","1448","1","012004","","","0","0","10.1088/1742-6596/1448/1/012004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081162706&doi=10.1088%2F1742-6596%2F1448%2F1%2F012004&partnerID=40&md5=f278f706ae981375cee8166ebb5c3b7a","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85081162706"
"Dominguez-Jimenez, J.A.; Campillo, J.","Dominguez-Jimenez, J. A. (56682770100); Campillo, Javier E. (55609096600)","56682770100; 55609096600","Increasing driving range for electric vehicles at sub-zero temperatures by optimizing a hybrid storage configuration using supercapacitors","2020","Journal of Physics: Conference Series","1448","1","012014","","","0","1","10.1088/1742-6596/1448/1/012014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081160136&doi=10.1088%2F1742-6596%2F1448%2F1%2F012014&partnerID=40&md5=d41ce69f09cd8f95e3f179f89bd888e2","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85081160136"
"Arteaga, J.A.; Montoya Giraldo, O.D.; Grisales-Noreña, L.F.","Arteaga, J. A. (55305643800); Montoya Giraldo, Oscar Danilo (56919564100); Grisales-Noreña, Luis Fernando (55791991200)","55305643800; 56919564100; 55791991200","Solution of the optimal power flow problem in direct current grids applying the hurricane optimization algorithm","2020","Journal of Physics: Conference Series","1448","1","012015","","","0","7","10.1088/1742-6596/1448/1/012015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081154687&doi=10.1088%2F1742-6596%2F1448%2F1%2F012015&partnerID=40&md5=0f072dffc4d91f6e808162bb53c369a8","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85081154687"
"Sanchez-Hernandez, S.; Campillo, J.; Martinez-Santos, J.C.","Sanchez-Hernandez, Sergio A. (57220070743); Campillo, Javier E. (55609096600); Martinez-Santos, Juan Carlos (26325154200)","57220070743; 55609096600; 26325154200","Use of deep learning algorithms for real-time detection of vessels in confined spaces using the Tensorflow framework","2020","Journal of Physics: Conference Series","1448","1","012003","","","0","2","10.1088/1742-6596/1448/1/012003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081154666&doi=10.1088%2F1742-6596%2F1448%2F1%2F012003&partnerID=40&md5=d70da3917d2aa0e43d2547b381943e71","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85081154666"
"Montoya Giraldo, O.D.; Acevedo, O.; Gil-González, W.; Holguín, M.; Serra, F.","Montoya Giraldo, Oscar Danilo (56919564100); Acevedo, O. (59641769100); Gil-González, Walter Julian (57191493648); Holguín, Mauricio (57190949973); Serra, Federico M. (37104976300)","56919564100; 59641769100; 57191493648; 57190949973; 37104976300","On the nonlinear control of a single-phase current source converter for sinusoidal voltage generation","2020","Journal of Physics: Conference Series","1448","1","012011","","","0","3","10.1088/1742-6596/1448/1/012011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081153777&doi=10.1088%2F1742-6596%2F1448%2F1%2F012011&partnerID=40&md5=102cc5699271f25129ddc73687a8e963","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85081153777"
"Jiménez-Castilla, T.I.; Bolívar-Caro, L.M.; Segrera-Castilla, M.","Jiménez-Castilla, Tania I. (57204842254); Bolívar-Caro, Luis M. (58041828200); Segrera-Castilla, Michael (57220069921)","57204842254; 58041828200; 57220069921","Sustainable development in Colombia: Challenges for compliance with the 2030 agenda","2020","","","","","239","255","0","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096807210&partnerID=40&md5=8a54031bfd4e1f44e1e92588cffd8196","Book chapter","Final","","Scopus","2-s2.0-85096807210"
"Benítez, K.V.; Monterrosa, H.M.; Fernández, J.R.","Benítez, Kristell Villarreal (58622970600); Monterrosa, Heiver Marrugo (58622970700); Fernández, Javier Ríos (58622622800)","58622970600; 58622970700; 58622622800","Responses to Racism within Black Families in Cartagena de Indias; Réponses au racisme au sein des familles noires à Carthagène des Indes; Respostas ao racismo dentro de famílias negras em Cartagena de Indias; Respuestas al racismo dentro de la familias negras en Cartagena de Indias","2020","Cuadernos de Linguistica Hispanica","2020","35","","57","80","0","0","10.19053/0121053X.n35.2020.10509","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172658062&doi=10.19053%2F0121053X.n35.2020.10509&partnerID=40&md5=0d18e2ed5f5eb9362e5ebd57473b10ac","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85172658062"
"Delahoz-Domínguez, E.; Guillen-Ibarra, S.; Herrera, T.","Delahoz-Domínguez, Enrique J. (57220073247); Guillen-Ibarra, Sergio (57211466509); Herrera, Tomás José Fontalvo (54993936500)","57220073247; 57211466509; 54993936500","Analysis of the quality accreditation in industrial engineering programs and the results in the standardized national tests, in Colombia; Análisis de la acreditación de calidad en programas de ingeniería industrial y los resultados en las pruebas nacionales estandarizadas, en Colombia","2020","Formacion Universitaria","13","1","","127","134","0","13","10.4067/S0718-50062020000100127","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081224985&doi=10.4067%2FS0718-50062020000100127&partnerID=40&md5=4a16175a7044327613054ef25cafe0a1","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85081224985"
"Pupo-Roncallo, O.; Campillo, J.; Ingham, D.; Kevin Hughes, K.; Pourkashanian, M.","Pupo-Roncallo, O. R. (57211364524); Campillo, Javier E. (55609096600); Ingham, Derek Binns (35560744900); Kevin Hughes, Kevin J. (7202448730); Pourkashanian, Mohamed M. (7004225021)","57211364524; 55609096600; 35560744900; 7202448730; 7004225021","Renewable energy production and demand dataset for the energy system of Colombia","2020","Data in Brief","28","","105084","","","0","11","10.1016/j.dib.2019.105084","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077649501&doi=10.1016%2Fj.dib.2019.105084&partnerID=40&md5=9cff6cf9539a7baa90163ff69e23d6f5","Data paper","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85077649501"
"Castilla-Caballero, D.; Barraza-Burgos, J.; Gunasekaran, S.; Roa-Espinosa, A.; Colina-Márquez, J.; Machuca-Martínez, F.; Hernández-Ramírez, A.; Vazquez-Rodriguez, S.","Castilla-Caballero, Deyler Rafael (57024211000); Barraza-Burgos, Juan Manuel (57204866197); Gunasekaran, Sundaram (7101998337); Roa-Espinosa, Aicardo (6506275757); Colina-Márquez, José A. (23484999200); Machuca-Martínez, Fiderman (35488117500); Hernández-Ramírez, A. (57199644727); Vazquez-Rodriguez, Sofia (56000886200)","57024211000; 57204866197; 7101998337; 6506275757; 23484999200; 35488117500; 57199644727; 56000886200","Experimental data on the production and characterization of biochars derived from coconut-shell wastes obtained from the Colombian Pacific Coast at low temperature pyrolysis","2020","Data in Brief","28","","104855","","","0","48","10.1016/j.dib.2019.104855","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075792749&doi=10.1016%2Fj.dib.2019.104855&partnerID=40&md5=8529e65b614f492cdf4016d9494fd39e","Data paper","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85075792749"
